Id,X,Y
T1_1,29.934250,9.659024
T1_2,25.877805,7.630801
T1_3,25.372470,12.155781
T1_4,23.355726,10.139037
T1_5,23.333564,6.593112
T1_6,21.316819,12.177943
T1_7,18.790348,10.094712
T1_8,18.790348,5.573659
T1_9,14.779021,4.554205
T1_10,14.779021,9.673634
T1_11,12.717952,12.155781
T1_12,10.191480,9.629310
T1_13,9.703916,6.105547
T1_14,5.648265,6.570950
T1_15,5.626103,10.139037
T1_16,8.174736,12.177943
