name,time,X,Y
SequenceLocation2,1582075726284196700,0.67123008,3.7073119
SequenceLocation2,1582075726385781800,0.67522883,3.7068319
SequenceLocation2,1582075726414591300,0.66387779,3.6955686
SequenceLocation2,1582075726514105700,0.66576993,3.6867702
SequenceLocation2,1582075726613964700,0.68167543,3.6758091
SequenceLocation2,1582075726757613100,0.67479372,3.6619275
SequenceLocation2,1582075726813286900,0.6635341,3.6584218
SequenceLocation2,1582075726914214700,0.67705369,3.665858
SequenceLocation2,1582075727014580500,0.69056505,3.6677241
SequenceLocation2,1582075727114329100,0.66848308,3.652072
SequenceLocation2,1582075727215163000,0.66603017,3.6493292
SequenceLocation2,1582075727314209300,0.66110158,3.6606586
SequenceLocation2,1582075727413746400,0.66292018,3.65322
SequenceLocation2,1582075727516110400,0.67942959,3.6418355
SequenceLocation2,1582075727613824400,0.67086607,3.6455636
SequenceLocation2,1582075727715861600,0.67343646,3.6518807
SequenceLocation2,1582075727817624600,0.67358905,3.6388004
SequenceLocation2,1582075727914143800,0.6624499,3.6383448
SequenceLocation2,1582075728021117800,0.6486969,3.637892
SequenceLocation2,1582075728113928100,0.64817441,3.6497052
SequenceLocation2,1582075728213647800,0.64923263,3.6422994
SequenceLocation2,1582075728313183500,0.67051405,3.6369026
SequenceLocation2,1582075728414443700,0.69241577,3.6339958
SequenceLocation2,1582075728514678400,0.68896389,3.6476004
SequenceLocation2,1582075728615925000,0.67969048,3.753757
SequenceLocation2,1582075728758873400,0.68384683,3.7437778
SequenceLocation2,1582075728813803500,0.67279077,3.7370102
SequenceLocation2,1582075728914422200,0.652639,3.8193195
SequenceLocation2,1582075729013862100,0.65274793,3.8532345
SequenceLocation2,1582075729113730300,0.6430698,3.8715212
SequenceLocation2,1582075729257727500,0.62992775,3.9456944
SequenceLocation2,1582075729312543600,0.64208269,3.9681797
SequenceLocation2,1582075729414568000,0.63814777,4.0086474
SequenceLocation2,1582075729513787600,0.63242072,4.0482821
SequenceLocation2,1582075729614144500,0.63006455,4.0277567
SequenceLocation2,1582075729714470400,0.60085845,4.0956078
SequenceLocation2,1582075729814561100,0.59109688,4.186285
SequenceLocation2,1582075729921354200,0.59224397,4.1043248
SequenceLocation2,1582075730013974400,0.6066826,4.090323
SequenceLocation2,1582075730114300300,0.60741025,4.1316905
SequenceLocation2,1582075730214638900,0.6332534,4.0746479
SequenceLocation2,1582075730314307700,0.64444089,4.0549979
SequenceLocation2,1582075730413975800,0.64143479,4.0673523
SequenceLocation2,1582075730513931500,0.61200768,4.0458412
SequenceLocation2,1582075730614501300,0.60598212,4.0014496
SequenceLocation2,1582075730714544100,0.59988022,3.9773419
SequenceLocation2,1582075730813567600,0.59197789,3.9910793
SequenceLocation2,1582075730917028100,0.57031542,3.9872184
