name,time,beacon,rssi,scanner
SequenceRSSI,1578445044956000000,0117C55D14E4,-91,FDAE5980F28C
SequenceRSSI,1578445044987000000,0117C55D14E4,-85,CD4533FFC0E1
SequenceRSSI,1578445045008000000,0117C55D14E4,-72,EC72840D9AD3
SequenceRSSI,1578445045017000000,0117C55D14E4,-82,FB2EE01C18CE
SequenceRSSI,1578445045087000000,0117C55D14E4,-85,F1307ECB3B90
SequenceRSSI,1578445045157000000,0117C55D14E4,-82,E6D9D20DD197
SequenceRSSI,1578445045172000000,0117C55D14E4,-77,DF231643E227
SequenceRSSI,1578445045178000000,0117C55D14E4,-78,E6D9D20DD197
SequenceRSSI,1578445045203000000,0117C55D14E4,-73,E96AF2C858BA
SequenceRSSI,1578445045242000000,0117C55D14E4,-75,F1307ECB3B90
SequenceRSSI,1578445045340000000,0117C55D14E4,-79,DB8B36A69C56
SequenceRSSI,1578445045420000000,0117C55D14E4,-98,E96AF2C858BA
SequenceRSSI,1578445045442000000,0117C55D14E4,-71,E96AF2C858BA
SequenceRSSI,1578445045502000000,0117C55D14E4,-93,E8FD0B453DC4
SequenceRSSI,1578445045709000000,0117C55D14E4,-80,E6D9D20DD197
SequenceRSSI,1578445045805000000,0117C55D14E4,-78,DF231643E227
SequenceRSSI,1578445045808000000,0117C55D14E4,-79,E96AF2C858BA
SequenceRSSI,1578445045924000000,0117C55D14E4,-91,F69A86823B96
SequenceRSSI,1578445045926000000,0117C55D14E4,-87,F69A86823B96
SequenceRSSI,1578445045940000000,0117C55D14E4,-72,E13B805C6CB0
SequenceRSSI,1578445045977000000,0117C55D14E4,-91,E43355CA8B96
SequenceRSSI,1578445046211000000,0117C55D14E4,-79,DD697EA75B68
SequenceRSSI,1578445046276000000,0117C55D14E4,-85,F69A86823B96
SequenceRSSI,1578445046580000000,0117C55D14E4,-82,E6D9D20DD197
SequenceRSSI,1578445046588000000,0117C55D14E4,-80,F69A86823B96
SequenceRSSI,1578445046591000000,0117C55D14E4,-89,DB8B36A69C56
SequenceRSSI,1578445046609000000,0117C55D14E4,-94,E8FD0B453DC4
SequenceRSSI,1578445046644000000,0117C55D14E4,-94,FB2EE01C18CE
SequenceRSSI,1578445046665000000,0117C55D14E4,-72,DD697EA75B68
SequenceRSSI,1578445046672000000,0117C55D14E4,-82,E6D9D20DD197
SequenceRSSI,1578445046793000000,0117C55D14E4,-87,DB8B36A69C56
SequenceRSSI,1578445046793000000,0117C55D14E4,-84,FDAE5980F28C
SequenceRSSI,1578445046814000000,0117C55D14E4,-76,F69A86823B96
SequenceRSSI,1578445047004000000,0117C55D14E4,-91,FB2EE01C18CE
SequenceRSSI,1578445047025000000,0117C55D14E4,-74,DD697EA75B68
SequenceRSSI,1578445047033000000,0117C55D14E4,-73,F69A86823B96
SequenceRSSI,1578445047048000000,0117C55D14E4,-81,FDAE5980F28C
SequenceRSSI,1578445047064000000,0117C55D14E4,-80,E6D9D20DD197
SequenceRSSI,1578445047090000000,0117C55D14E4,-81,DD697EA75B68
